Window number,GC skew,Cumulative skew
1,0.049352161886737515,0.049352161886737515
2,0.0525421328423736,0.10189429472911112
3,-0.0050580184468908065,0.0968362762822203
4,0.11012075905692927,0.20695703533914955
5,-0.041783552340174224,0.16517348299897533
6,0.09437839424629385,0.2595518772452692
7,-0.06846819492940641,0.19108368231586276
8,0.04697583671019061,0.23805951902605338
9,0.12889561270801816,0.36695513173407157
10,0.1595836947094536,0.5265388264435251
11,0.04878761320479112,0.5753264396483162
12,-0.0035346097201767305,0.5717918299281395
13,0.007943262411347518,0.5797350923394871
14,0.0009582477754962354,0.5806933401149833
15,0.005479837009976113,0.5861731771249594
16,-0.0027906976744186047,0.5833824794505408
17,-0.008377970059057821,0.575004509391483
18,0.08648425684036849,0.6614887662318515
19,0.004395604395604396,0.6658843706274559
20,0.01586433260393873,0.6817487032313946
21,0.03051511758118701,0.7122638208125815
22,0.03132797338508456,0.7435917941976661
23,-0.0026443980514961724,0.7409473961461699
24,0.029675638371290544,0.7706230345174604
25,-0.029470104845565316,0.741152929671895
26,-0.014752516200193024,0.726400413471702
27,0.01794629604641749,0.7443467095181195
28,-0.0077777777777777776,0.7365689317403418
29,0.04294310722100656,0.7795120389613484
30,0.0976079186142425,0.8771199575755908
31,0.028641571194762683,0.9057615287703535
32,0.0017157563625965113,0.90747728513295
33,0.0332707271263751,0.9407480122593251
34,0.003137361887873414,0.9438853741471985
35,0.07073170731707316,1.0146170814642717
36,0.005767940979208585,1.0203850224434803
37,0.04200778419004161,1.062392806633522
38,0.06661369355052311,1.129006500184045
39,0.036636794939377965,1.165643295123423
40,-0.016231086657496563,1.1494122084659264
41,0.05877448937057107,1.2081866978364975
42,-0.05985108820160367,1.1483356096348938
43,0.052414928649835345,1.2007505382847292
44,0.02076172143544617,1.2215122597201753
45,0.024091465904450795,1.2456037256246262
46,0.032889372111986954,1.2784930977366131
47,0.06081557781854099,1.3393086755551542
48,0.0344260046632835,1.3737346802184378
49,0.0775057486811849,1.4512404288996228
50,0.013479359730412805,1.4647197886300356
51,0.011000950699443162,1.4757207393294787
52,0.004390312986829061,1.4801110523163077
53,0.006733544042874811,1.4868445963591825
54,0.0347788750536711,1.5216234714128536
55,0.027972991594322722,1.5495964630071764
56,0.1382316313823163,1.6878280943894928
57,0.05059646236116824,1.738424556750661
58,0.009627118644067796,1.7480516753947288
59,-0.060171128898702735,1.687880546496026
60,-0.04917562724014337,1.6387049192558827
61,0.028796959508843735,1.6675018787647264
62,0.07449147883452446,1.741993357599251
63,-0.009670637701471618,1.7323227198977793
64,0.04032258064516129,1.7726453005429406
65,0.006075669704501519,1.778720970247442
66,0.0448709098439873,1.8235918800914293
67,0.078961899503037,1.9025537795944663
68,0.05341163310961969,1.955965412704086
69,0.044240514997945485,2.0002059277020314
70,0.07641287826447422,2.076618805966506
71,0.07175320203828674,2.1483720080047926
72,0.031857674803475386,2.180229682808268
73,0.042312526183493925,2.222542208991762
74,0.0933852140077821,2.315927422999544
75,0.07876712328767123,2.3946945462872153
76,0.017811704834605598,2.412506251121821
77,0.0888283378746594,2.5013345889964804
78,0.011506700961147963,2.5128412899576285
79,0.09231619679380873,2.605157486751437
80,0.008533333333333334,2.6136908200847704
81,0.018878400888395337,2.6325692209731657
82,0.07659269863994274,2.7091619196131083
83,0.13486706157872985,2.8440289811918382
84,0.07959438810945965,2.923623369301298
85,0.06355525051475634,2.9871786198160546
86,0.025178403123737713,3.0123570229397925
87,0.022630457933972312,3.034987480873765
88,0.024629201251871003,3.059616682125636
89,-0.0005428881650380022,3.0590737939605983
90,0.01728869374313941,3.076362487703738
91,-0.018401538039000274,3.0579609496647375
92,-0.029327199539965498,3.028633750124772
93,0.056537579274052084,3.085171329398824
94,-0.01564185544768069,3.0695294739511434
95,0.07864868473761517,3.1481781586887587
96,0.0645473393227367,3.2127254980114954
97,0.047683923705722074,3.2604094217172177
98,0.029802221620157138,3.2902116433373747
99,0.036442752243676914,3.3266543955810515
100,0.030828242648103424,3.357482638229155
101,0.06542583192329385,3.4229084701524486
102,0.06314040432013293,3.4860488744725817
103,0.05933587370713119,3.5453847481797127
104,0.01706854510972636,3.562453293289439
105,0.0800396656750248,3.6424929589644637
106,-0.05432029271038559,3.5881726662540783
107,0.04493610004122578,3.633108766295304
108,0.04037224579170658,3.6734810120870107
109,0.049367264636350994,3.7228482767233615
110,0.0029875067897881585,3.7258357835131495
111,0.09316262598746936,3.818998409500619
112,0.032954704809984574,3.8519531143106036
113,0.07513198862867199,3.9270851029392757
114,0.03317140874392783,3.9602565116832036
115,0.010949410949410949,3.9712059226326146
116,0.03657375934738273,4.007779681979997
117,0.04509140148950575,4.052871083469503
118,0.06057385759829968,4.113444941067803
119,0.06846999154691462,4.181914932614717
120,0.01239193083573487,4.194306863450452
121,0.011541632316570486,4.205848495767023
122,0.08223595807578608,4.288084453842808
123,-0.016145163594799256,4.271939290248009
124,-0.011156616297133173,4.260782673950876
125,0.002849776089021577,4.263632450039898
126,0.041244679289593425,4.304877129329491
127,0.04669978708303762,4.351576916412529
128,-0.002271436683702442,4.349305479728827
129,-0.028336639274582034,4.320968840454245
130,-0.045279912184412734,4.275688928269832
131,0.021963123644251625,4.297652051914084
132,0.035876288659793816,4.333528340573878
133,0.12618687216182745,4.459715212735706
134,0.05665990534144692,4.5163751180771525
135,0.024106400665004156,4.5404815187421566
136,0.005409904286308781,4.545891423028466
137,0.06552391484655792,4.611415337875024
138,0.04344284550638067,4.654858183381405
139,0.01636266094420601,4.671220844325611
140,0.024248045581025574,4.695468889906636
141,0.08759325780602377,4.78306214771266
142,-0.09749303621169916,4.685569111500961
143,-0.03828483920367534,4.647284272297285
144,0.05149666619378635,4.698780938491072
145,0.03612456747404844,4.73490550596512
146,0.024550816074612535,4.759456322039733
147,0.09597269624573379,4.8554290182854665
148,0.0432141377882093,4.898643156073676
149,0.011418783899514702,4.910061939973191
150,0.030888556266158662,4.940950496239349
151,0.016866781017724413,4.957817277257074
152,0.09263071222725401,5.0504479894843275
153,0.05846912227851568,5.108917111762843
154,0.014778325123152709,5.123695436885996
155,-0.008197860219535918,5.115497576666461
156,-0.046269055897298746,5.069228520769162
157,0.018814139110604332,5.088042659879767
158,-0.10133613571535806,4.986706524164409
159,0.004608294930875576,4.991314819095284
160,0.08133427963094393,5.072649098726228
161,0.03070683661645423,5.103355935342682
162,-0.06088384183882884,5.042472093503854
163,0.06929091399299002,5.111763007496844
164,0.07387827029957977,5.185641277796424
165,0.09093460566937973,5.276575883465803
166,0.04873671130746928,5.325312594773273
167,0.10902896081771721,5.43434155559099
168,-0.0111731843575419,5.423168371233448
169,0.028843461215345843,5.452011832448794
170,-0.07698827518011019,5.375023557268684
171,0.011999421714616163,5.387022978983301
172,-0.028783914061424047,5.358239064921877
173,0.09239961094900653,5.450638675870883
174,0.014460818069136483,5.46509949394002
175,0.03272418189545261,5.497823675835472
176,0.04847396768402154,5.546297643519494
177,0.028522039757994815,5.574819683277489
178,-0.039093484419263455,5.535726198858225
179,0.004082781923131071,5.539808980781356
180,0.010038173335218436,5.549847154116575
181,-0.03875968992248062,5.511087464194095
182,0.12931034482758622,5.640397809021681
183,0.10548288338435848,5.74588069240604
184,0.0012283335608025113,5.747109025966842
185,0.0952247191011236,5.8423337450679655
186,0.11255940257976918,5.954893147647735
187,0.06346578366445917,6.018358931312195
188,0.0605854322668482,6.078944363579042
189,0.07023792563043169,6.149182289209474
190,-0.058303635067712044,6.090878654141762
191,-0.026848409748038,6.064030244393724
192,0.07204301075268817,6.136073255146412
193,-0.04012841091492777,6.095944844231484
194,0.03895410885805763,6.134898953089542
